text_id	sentence_id	sentence
ISEAR_310	310	"When my ex-girlfriend and I discovered that there was a certain risk  
of her being pregnant."
ISEAR_311	311	"When I was about to clean the draining board and saw it looked  
underneath the sink (I live in a students hostel)."
ISEAR_312	312	When my mother caught me masturbating.
ISEAR_313	313	"As the only person in my family into academics, I ought to have  
looked after my younger (and only) sister better, with respect to  
her education and life experiences."
ISEAR_314	314	"When my older sister told us that she was thinking of joining the  
rest of the family for the winter sports holiday."
ISEAR_315	315	"Slept in a chapel and in the middle of the night I realized that  
there was someeone else in the chapel.  I never discovered who  
it was and why he was there."
ISEAR_316	316	"When we were in high school a few guys sometimes provoked a  
friend of mine.  They called her a pig and then grunted.  This  
irritated most of the girls.  Once, one of the girls got angry at  
my friend and said something nasty and this made me terribly  
angry."
ISEAR_317	317	"I talked to my boyfriend on the phone when I was in high spirits  
and had a lot to tell him.  I had been looking forward to this  
conversation and he did not listen to me to the extent that I  
had anticipated."
ISEAR_318	318	A mother who shouts at her child for nothing.
ISEAR_319	319	"When I complained to my mother about how untidy the kitchen  
loooked, she boxed my ears ( this had never happened before)."
ISEAR_320	320	"As I could not be home before midnight I called home at 11.30 and  
asked them to leave the door open so that I could get in.  I  
actually woke up the whole family by calling them so late.  My  
mother could not go back to sleep, besides she had a conference    
the next day and really needed to sleep."
ISEAR_321	321	When I got through the first day here at the department.
ISEAR_322	322	"When I was cycling past a parked car someone opened the door and  
nearly pushed me off my bike and into the traffic."
ISEAR_323	323	"When my boyfriend sat up half the night playing computer games  
with a friend."
ISEAR_324	324	When I had to leave my mother and my sister after a week's visit.
ISEAR_325	325	When I saw a big spider from very close.
ISEAR_326	326	"When I asked a friend to return the money that I had loaned her  
and then remembered that she had repayed me in several ways."
ISEAR_327	327	"When one of my parents insinuates something about the other  
(they are divorced)."
ISEAR_328	328	When i was asked to be a child's godmother.
ISEAR_329	329	On the way down a ski slope which was difficult and steep.
ISEAR_330	330	When my mother interfered in my life.
ISEAR_331	331	"When I was left alone one week-end without being prepared for  
it."
ISEAR_332	332	"The first time that I saw a surgeon cut off a leg and put it in a  
black rubbish bag."
ISEAR_333	333	When I forgot about a meeting at work.
ISEAR_334	334	When I demand too much from my friends.
ISEAR_335	335	"When my husband suddenly came to see me at my new job and  
brought some flowers and cake with him."
ISEAR_336	336	When I was nearly attackad by a man who had been chasing me.
ISEAR_337	337	"When my father asked me if I was a communist, at the same time he  
made it clear that I should no longer see myself as his daughter."
ISEAR_338	338	"When I applied for a job which I thought I had a good chance of  
getting, I was not even granted an interview and did not get the  
job."
ISEAR_339	339	T.V features showing the violation of defenceless people.
ISEAR_340	340	"When I as a child of 9 or 10 I was playing doctor with the  
neighbours boys their mother caught us."
ISEAR_341	341	"When my husband talked about the restrictions he will have to  
accept in his life to make our marriage work.  I felt that it was  
directed at me as it was me who had demanded the changes.  We  
were with a marriage counsellor then."
ISEAR_342	342	"When we were able to afford a new sofa - a leather one which cost  
SEK 20000.  I had waited for it for 2-3 years."
ISEAR_343	343	Vertigo - standing on a ladder and painting the house.
ISEAR_344	344	"When my boss enrolled in a course to satisfy his own ends - to  
trample on his associates.  I have the misfortune to have one of  
my superiors in my course."
ISEAR_345	345	"When I argue with my mother about the way she treats her two  
children differently."
ISEAR_346	346	Spit and vomit.
ISEAR_347	347	Spots on the seat covers of my husband's car.
ISEAR_348	348	"Not speaking to my sister-in-law due to lack of interest in a  
relationship on my side."
ISEAR_349	349	"When I recently managed to get my first consulting assignment  
""myself"" i.e on my own initiative."
ISEAR_350	350	"I was within a hair's breadth of knocking down a drunkard who  
suddenly ran into the street.  The fear came later when I      
realized what could have happened."
ISEAR_351	351	"When my friend, as usual, forgot the tickets at home for a  
performance.  We missed it."
ISEAR_352	352	"The elections of 1982 and 1985.  The thought of what a social  
democrat and communist majority could achieve, especially ""worker  
share"" funds and its extension."
ISEAR_353	353	"A study visit to a chicken factory : the butchery, the smell,  
the environment and the noise."
ISEAR_354	354	Confession to my parents about my involvement in a moped theft.
ISEAR_355	355	"[ No answer as I see very little difference between shame and  
guilt.  Therefore see answer for ""shame"".]"
ISEAR_356	356	"When I was appointed to position of trust in a group set up to  
change the working environment."
ISEAR_357	357	"I was alone in a cottage I often stay in.  I was woken up by a  
rustling sound in the middle of the night."
ISEAR_358	358	"When I tried to explain to a plumber, face to face, that the  
toilet was broken and he did not believe it (it had been mended  
ten times)."
ISEAR_359	359	"When the result of a project work was treated nonchalantly  
intead of being criticized by the teacher."
ISEAR_360	360	When programmes on violence or pornography are shown on T.V.
ISEAR_361	361	"When I talked maliciously about a colleague at work to someone  
else.  Immediately afterwards I felt ashamed."
ISEAR_362	362	"When I decided to take a week s holiday without consulting the  
family first."
ISEAR_363	363	"After my girl and I talked things over our relationship changed  
and became positive.  A diificult time turned into pleasant one."
ISEAR_364	364	"When we could not land our plane and we knew that the fuel was  
running out.  Bad weather had already frightened us."
ISEAR_365	365	"When I read about Reagan's tactical decision concerning the  
South African boycott."
ISEAR_366	366	"When my half brother became seriously ill with cancer and died  
later."
ISEAR_367	367	"A film were a woman was attacked and raped.  One did not see the  
worst but it had the desired effect - very strong."
ISEAR_368	368	"I made a comment and it was interpreted completely differently  
from what I had meant.  When I said it I realized how my mother  
had understood it."
ISEAR_369	369	"I had promised to visit my girlfriend but for different reasons  
could not make it.  I rang up later to tell her that I could not  
come."
ISEAR_370	370	"When I was offered a high position of trust, which I later  
accepted."
ISEAR_371	371	"I had the window open and the door was shut so that the kitten  
would not go out.  My partner came in and started talking about  
something and I forgot about the window and suddenly I saw the  
kitten hanging from the window frame. I was rigid with fright  
till I got hold of her."
ISEAR_372	372	"Some noisy guests arrived at the hotel.  I had been slightly  
irritated earlier.  At night when I was trying to sleep they were  
having a party so I went and yelled at them.  I wanted to sleep  
as I had to get up early the next day."
ISEAR_373	373	"When I was told that I had not been successful in getting the job I  
had been expecting.  I was sure that I was sufficiently  
qualified."
ISEAR_374	374	"When my cat vomited and a worm came out which was still alive.  I  
was forced to wipe it up."
